Pos,Channel,Cell,MothCell,BirthFr,DivFr,Lb,Lri1,Lri2,Lri3,Lrt,Ln,Lc,Ld,Tri1,Tri2,Tri3,Trt,Tn,Tc,Td
1,5,24,1,125,146,1.805,1.204,2.592,2.352,1.92,1.996,2.234,3.062,-36,68.0,60.0,28,36,56,84
1,5,24,24,146,176,1.491,1.262,2.999,2.999,2.16,2.397,2.48,3.193,-16,108.0,108.0,68,80,84,120
1,5,27,1,146,171,1.736,1.523,2.485,2.485,2.55,2.485,2.649,3.317,-20,60.0,60.0,48,60,68,100
1,5,27,27,172,193,1.758,1.303,2.566,2.566,1.961,2.05,2.349,3.214,-48,56.0,56.0,24,40,48,84
1,5,31,27,172,196,1.735,1.198,2.704,2.629,1.96,2.314,2.416,3.204,-44,68.0,64.0,24,44,52,96
1,5,32,1,177,199,1.875,1.327,2.444,2.535,2.237,2.553,2.654,3.7,-44,48.0,52.0,24,56,60,88
1,5,32,32,199,221,1.934,1.414,2.462,2.462,2.146,3.111,3.254,4.624,-40,36.0,36.0,20,56,60,88
1,5,32,32,221,238,2.353,1.324,2.893,2.893,2.389,2.896,2.896,3.482,-44,40.0,40.0,16,44,44,68
1,5,36,32,199,219,1.766,1.068,2.531,2.531,2.114,2.436,2.405,3.4,-36,48.0,48.0,24,40,44,80
1,5,38,1,200,224,1.741,1.165,2.702,2.521,2.161,2.648,2.648,3.629,-44,60.0,52.0,28,56,56,96
1,5,38,38,224,262,1.868,1.437,2.792,2.792,2.103,2.235,2.664,3.297,-36,100.0,100.0,64,72,96,152
1,5,40,38,224,254,1.761,1.18,2.48,2.443,2.34,2.837,2.837,4.377,-44,60.0,56.0,48,76,76,120
1,5,41,1,223,253,1.931,1.353,2.624,2.624,2.025,2.491,2.472,3.143,-44,96.0,96.0,40,72,84,120
1,5,41,41,253,300,1.58,1.319,2.641,2.587,2.106,2.587,2.601,4.111,-24,116.0,124.0,76,124,128,188
1,5,44,1,253,289,1.823,1.355,2.553,2.496,2.219,2.553,2.698,3.537,-36,80.0,76.0,36,80,92,144
1,5,46,41,254,290,1.62,1.264,2.644,2.815,1.987,2.772,3.307,3.899,-32,84.0,88.0,36,92,112,144
2,1,1,1,15,52,1.463,1.463,2.468,2.412,1.898,3.025,3.13,4.171,0,88.0,84.0,56,112,116,148
2,1,1,1,49,71,1.852,1.194,2.94,2.94,2.241,3.004,2.754,3.536,-48,48.0,48.0,20,52,40,88
2,1,1,1,71,94,1.889,1.635,3.113,2.999,2.219,2.448,2.58,3.465,-40,80.0,76.0,40,60,64,92
2,1,1,1,94,119,1.859,1.67,2.861,2.814,2.211,2.349,2.349,3.188,-12,84.0,80.0,48,60,60,100
2,1,1,1,120,151,1.824,1.628,2.734,2.734,2.33,2.399,2.448,3.121,-24,104.0,104.0,68,80,88,124
2,1,1,1,151,185,1.362,1.251,,,2.159,2.195,2.249,2.802,-16,,,72,80,96,136
2,1,1,1,185,230,1.441,1.42,2.955,2.955,1.884,2.473,2.524,3.206,-8,156.0,156.0,76,124,132,180
2,1,1,1,230,277,1.721,1.586,2.938,2.795,1.991,2.186,2.315,3.351,-24,144.0,140.0,60,108,128,188
2,1,2,2,18,48,1.421,1.151,2.886,2.886,1.822,2.049,2.265,2.886,-36,120.0,120.0,44,56,80,120
2,1,10,1,16,56,1.327,1.358,2.476,2.507,1.769,2.216,2.413,2.923,4,128.0,132.0,72,112,124,160
2,1,12,2,18,50,1.731,1.4,2.661,2.661,1.897,2.204,2.277,2.653,-36,120.0,120.0,48,84,92,128
2,1,16,1,52,70,2.154,1.245,2.456,2.456,2.234,2.332,2.708,3.267,-64,40.0,40.0,4,36,48,72
2,1,16,16,70,97,1.568,1.245,2.609,2.453,2.334,2.514,2.553,3.185,-28,64.0,68.0,48,60,72,108
2,1,19,1,72,94,1.732,1.305,2.403,2.403,1.951,2.527,2.626,3.409,-44,48.0,48.0,32,52,60,88
2,1,19,19,94,115,1.723,1.174,2.523,2.523,1.922,2.419,2.539,3.076,-40,60.0,60.0,20,44,52,84
2,1,20,16,70,93,1.698,1.213,2.643,2.643,1.88,2.002,2.301,2.937,-36,76.0,76.0,32,52,56,92
2,1,21,19,94,120,1.686,1.228,2.3,2.3,1.789,2.047,2.441,3.38,-40,64.0,64.0,36,56,72,104
2,1,22,1,94,125,1.605,1.442,2.97,2.97,2.213,2.455,2.484,3.202,-12,112.0,112.0,56,84,92,124
2,1,22,22,125,159,1.56,1.421,2.628,2.561,2.141,2.482,2.757,3.331,-12,96.0,92.0,68,88,104,136
2,1,22,22,159,182,1.828,1.396,2.582,2.582,1.889,2.504,2.839,3.447,-40,60.0,60.0,24,56,68,92
2,1,27,1,118,152,1.309,1.206,2.689,2.556,2.054,2.054,2.138,2.653,-12,152.0,144.0,88,88,96,136
2,1,28,22,125,163,1.642,1.548,2.858,2.874,1.706,2.019,2.605,2.986,-12,168.0,172.0,80,104,112,152
2,1,29,1,151,189,1.76,1.487,2.993,3.039,1.928,2.153,2.33,3.252,-24,136.0,140.0,60,84,96,152
2,1,32,27,152,195,1.482,1.428,2.325,2.325,1.876,2.204,2.325,2.974,8,136.0,136.0,100,120,136,172
2,1,38,1,232,264,1.583,1.293,2.626,2.679,2.179,2.502,2.743,3.574,-44,76.0,80.0,48,64,84,128
2,2,1,1,45,81,1.964,1.547,3.045,3.045,2.303,2.601,2.683,4.011,-44,104.0,104.0,40,76,88,144
2,2,1,1,81,110,2.131,1.618,3.008,3.023,2.358,3.092,3.2,4.0,-40,56.0,64.0,12,68,72,116
2,2,1,1,110,135,2.204,1.616,2.995,2.995,2.486,2.66,2.792,3.241,-64,76.0,76.0,24,40,56,100
2,2,1,1,135,185,1.883,1.653,2.621,2.62,2.215,2.55,2.725,3.572,-40,140.0,144.0,72,132,152,200
2,2,2,2,37,62,1.814,1.259,2.312,2.312,2.018,2.312,2.739,3.453,-48,48.0,48.0,20,48,72,100
2,2,11,2,38,61,1.81,1.19,2.418,2.418,1.903,2.226,2.246,2.85,-56,72.0,72.0,16,48,52,92
2,2,13,1,42,76,1.754,1.515,2.577,2.662,2.279,2.662,2.876,3.837,-28,80.0,84.0,60,84,96,136
2,2,18,13,75,99,1.872,1.356,2.565,2.547,2.148,2.856,3.012,3.864,-48,48.0,44.0,16,60,68,96
2,2,19,1,82,109,2.023,1.553,2.865,2.865,2.424,2.981,2.978,4.178,-36,52.0,52.0,36,60,68,108
2,2,19,19,109,134,2.059,1.412,2.592,2.485,2.201,2.643,2.849,3.443,-56,44.0,40.0,16,48,60,100
2,2,19,19,134,165,1.861,1.452,2.558,2.558,2.215,2.558,2.594,3.891,-52,64.0,64.0,36,64,68,124
2,2,23,1,110,138,1.796,1.358,2.527,2.527,1.909,2.235,2.301,3.292,-52,76.0,76.0,20,56,64,112
2,2,23,23,140,175,1.606,1.252,2.843,2.843,1.755,2.425,2.666,3.36,-40,108.0,108.0,36,88,100,140
2,2,24,19,109,133,2.119,1.453,2.634,2.634,2.264,2.595,2.627,3.734,-56,44.0,44.0,20,40,52,96
2,2,27,1,135,178,1.358,1.267,2.131,2.131,2.05,2.574,2.712,3.7,-20,96.0,96.0,88,124,136,172
2,2,27,27,178,204,1.725,0.994,2.033,2.033,1.685,3.034,3.462,4.274,-76,24.0,24.0,-4,72,84,104
2,2,27,27,204,222,2.205,1.262,2.273,2.273,2.006,2.799,2.955,3.708,-76,8.0,8.0,-8,32,40,72
2,2,27,27,222,243,1.997,1.224,2.736,2.736,1.911,2.678,2.736,3.736,-64,52.0,52.0,-4,48,52,84
2,2,27,27,243,262,1.944,1.459,2.747,2.747,2.354,2.407,2.665,3.4,-32,56.0,56.0,32,40,48,76
2,2,28,23,137,165,1.759,1.328,2.705,2.639,2.24,2.705,2.705,3.638,-36,76.0,72.0,40,76,76,112
2,2,32,27,179,201,2.021,1.252,2.631,2.472,2.135,2.631,2.674,3.928,-68,40.0,28.0,8,40,48,88
2,2,36,36,222,239,2.154,1.21,2.433,2.433,2.172,2.737,2.957,3.603,-56,28.0,28.0,8,36,44,68
2,2,37,27,222,245,1.711,1.049,2.228,2.228,1.792,2.48,2.559,3.566,-64,40.0,40.0,4,48,52,92
2,2,41,27,243,264,1.792,1.317,2.838,2.78,2.657,2.78,2.78,3.809,-28,52.0,48.0,40,48,48,84
2,3,1,1,72,107,2.017,1.831,3.321,3.132,2.791,3.132,3.077,4.117,-16,108.0,96.0,56,96,92,140
2,3,1,1,107,139,2.215,1.771,3.015,3.015,2.54,2.677,2.94,3.841,-36,88.0,88.0,44,68,84,128
2,3,1,1,139,166,2.102,1.609,2.765,2.765,2.421,2.938,3.108,4.198,-44,56.0,56.0,32,64,72,108
2,3,1,1,166,187,2.258,1.487,2.548,2.607,2.258,2.776,2.877,3.674,-52,36.0,40.0,0,52,56,84
2,3,1,1,211,232,1.725,1.536,3.382,3.382,2.672,2.89,2.961,3.763,-32,72.0,72.0,32,52,56,84
