Pos	Channel	Cell	MothCell	BirthFr	DivFr	Td	Tri1	Tri2	Tri3	Trt	Tn	Tc	Lb	Lri1	Lri2	Lri3	Lrt	Ln	Lc	Ld	Time
8	1	24	21	112	160	192	-4	136	140	124	124	128	1,276	1,243	2,636	2,658	2,502	2,502	2,559	3,752	280
4	4	24	1	104	160	224	-20	144	140	136	128	132	1,398	1,297	2,462	2,457	2,37	2,304	2,336	3,249	280
6	1	1	1	108	160	208	-88	100	100	96	112	132	1,724	1,09	2,241	2,241	2,169	2,385	2,534	3,876	280
3	5	20	20	132	160	112	-44	96	92	48	64	72	1,532	1,137	2,685	2,604	1,87	2,156	2,394	2,835	280
9	1	26	1	115	160	180	-96	64	68	60	92	116	1,546	1,169	2,151	2,194	2,11	2,472	2,789	3,697	280
5	3	27	27	111	160	196	-16	116	116	108	120	128	1,295	1,265	2,247	2,247	2,149	2,247	2,301	3,523	280
11	2	20	20	98	160	248	-48	152	156	136	168	156	1,512	1,274	2,203	2,398	2,062	2,346	2,398	3,626	280
5	2	15	15	121	161	160	-8	120	116	108	84	96	1,374	1,378	3,239	3,24	2,91	2,491	2,664	4,373	284
9	3	21	21	106	161	220	-36	124	124	120	100	128	1,324	1,117	2,09	2,09	2,107	1,94	2,157	3,379	284
3	3	1	1	111	161	200	-48	100	108	96	92	96	1,244	1,026	1,942	2,033	1,898	1,835	1,898	3,101	284
11	3	1	1	104	162	232	4	184	176	168	176	176	1,32	1,338	2,739	2,634	2,517	2,634	2,634	3,72	288
4	5	18	18	123	162	156	-36	120	116	104	96	100	2,038	1,407	2,919	2,817	2,726	2,646	2,69	3,224	288
3	5	16	16	120	162	168	-48	84	88	88	100	104	1,281	1,049	2,403	2,348	2,348	2,693	2,756	4,109	288
9	1	17	17	141	162	84	-40	56	60	44	40	44	2,049	1,635	2,975	3,051	2,757	2,689	2,757	3,433	288
1	1	23	23	132	162	120	-12	96	96	76	68	76	1,437	1,515	2,828	2,828	2,425	2,316	2,425	3,053	288
8	5	21	21	129	163	136	-48	60	60	56	56	60	1,564	1,247	1,762	1,762	1,683	1,683	1,762	3,13	292
7	5	22	1	82	164	328	0	248	248	248	248	256	1,288	1,288	2,465	2,465	2,465	2,465	2,553	3,589	296
3	3	17	17	113	164	204	-28	104	108	100	112	116	1,542	1,298	2,337	2,381	2,268	2,428	2,431	3,827	296
4	5	21	18	122	164	168	-24	100	104	88	92	100	1,601	1,465	2,556	2,635	2,351	2,403	2,556	3,499	296
3	5	25	20	132	165	132	-52	76	76	72	84	84	1,78	1,38	2,576	2,576	2,564	2,789	2,789	3,754	300
2	5	1	1	131	165	136	-64	52	52	52	60	68	1,463	1,115	1,951	1,951	1,951	2,039	2,216	3,268	300
9	5	38	38	126	166	160	-20	148	148	124	108	116	1,134	1,051	2,585	2,585	2,308	1,95	2,114	2,847	304
3	1	18	1	100	166	264	12	176	172	160	156	164	1,496	1,573	2,565	2,536	2,45	2,418	2,453	3,507	304
7	3	16	16	130	166	144	4	128	128	120	96	100	1,543	1,577	2,934	2,934	2,802	2,366	2,408	3,195	304
4	2	21	1	96	166	280	-36	192	172	172	184	188	1,202	1,075	2,187	1,852	1,852	2,095	2,087	3,297	304
9	4	1	1	110	166	224	36	204	200	180	172	168	1,155	1,295	2,783	2,734	2,394	2,278	2,193	2,986	304
3	3	19	1	111	167	224	-48	128	120	116	100	104	1,389	1,069	2,304	2,259	2,254	2,082	2,098	3,792	308
2	1	29	1	131	167	144	-44	92	88	84	84	96	1,566	1,313	2,371	2,325	2,342	2,342	2,376	3,349	308
1	1	28	23	131	167	144	-32	92	100	80	72	76	1,463	1,207	2,62	2,673	2,305	2,161	2,186	3,536	308
7	3	21	1	115	167	208	12	156	160	140	124	128	1,373	1,401	2,537	2,535	2,305	2,131	2,163	3,268	308
3	3	20	17	113	167	216	-40	124	124	112	120	148	1,399	1,213	2,578	2,578	2,286	2,337	2,808	3,623	308
10	3	29	22	99	168	276	-24	204	204	200	192	216	1,404	1,159	2,592	2,592	2,47	2,391	2,721	4,449	312
11	1	23	23	116	168	208	-16	168	176	128	124	140	1,288	1,118	2,576	2,777	2,206	2,208	2,358	3,167	312
7	4	1	1	112	168	224	8	164	168	160	168	176	1,125	1,182	2,292	2,323	2,201	2,323	2,433	3,325	312
10	2	25	16	103	168	260	12	188	192	180	196	204	1,328	1,279	2,692	2,713	2,43	2,717	2,915	3,471	312
5	1	13	13	118	169	204	-12	136	136	120	108	116	1,311	1,238	2,358	2,358	2,191	2,051	2,227	2,935	316
3	5	1	1	130	169	156	-56	64	80	56	72	68	1,401	1,097	1,914	2,093	1,827	1,991	1,957	2,834	316
2	4	30	21	141	169	112	-64	40	40	24	40	44	1,678	1,211	2,208	2,208	2,017	2,208	2,207	3,473	316
3	5	24	1	130	169	156	-44	52	44	40	72	72	1,847	1,407	2,219	2,133	2,106	2,389	2,389	3,562	316
3	4	16	16	95	169	296	8	232	240	220	228	232	1,3	1,246	2,892	3,112	2,567	2,503	2,892	3,928	316
5	3	34	1	148	170	88	-68	36	36	32	44	44	1,821	1,217	2,357	2,357	2,249	2,5	2,5	3,39	320
5	5	23	1	113	170	228	-40	120	120	112	160	160	1,281	1,128	2,046	2,046	1,983	2,691	2,691	4,241	320
2	4	21	21	141	171	120	-56	40	44	32	52	56	1,458	1,148	1,935	2,002	1,832	2,081	2,015	3,197	324
2	5	32	32	132	171	156	-68	52	52	24	84	92	1,595	1,181	1,995	1,995	1,7	2,363	2,428	3,266	324
1	1	29	1	133	172	156	-32	92	96	84	92	88	1,315	1,168	2,321	2,409	2,214	2,321	2,259	3,245	328
5	1	20	13	117	172	220	-16	124	128	124	128	144	1,29	1,186	2,442	2,512	2,442	2,512	2,704	4,171	328
11	1	27	23	117	172	220	-24	148	144	132	132	140	1,346	1,262	2,305	2,323	2,227	2,227	2,269	3,243	328
5	2	25	1	134	173	156	-32	104	108	96	108	108	1,472	1,429	2,348	2,375	2,227	2,375	2,375	3,455	332
7	2	27	1	128	173	180	-16	100	96	84	116	124	1,394	1,413	2,443	2,279	2,23	2,759	2,824	3,771	332
1	1	1	1	133	173	160	-16	112	116	96	112	108	1,118	1,04	2,189	2,266	1,939	2,189	2,095	3,047	332
3	2	26	1	142	174	128	-68	64	68	64	68	72	1,457	1,118	2,062	2,11	2,062	2,11	2,264	3,565	336
5	3	29	29	149	174	100	-76	24	24	20	40	48	1,912	1,19	2,152	2,152	2,14	2,436	2,522	3,395	336
11	1	13	13	121	174	212	-44	124	124	112	100	104	1,211	1,024	2,306	2,306	2,239	2,051	2,138	3,094	336
11	1	1	1	75	175	400	-32	344	344	180	228	228	1,064	0,994	2,419	2,419	1,895	2,137	2,137	2,92	340
6	4	22	1	111	175	256	-28	176	172	172	148	164	1,4	1,137	2,467	2,454	2,454	2,212	2,391	3,276	340
5	4	2	2	129	175	184	4	168	172	132	128	132	1,504	1,431	3,09	3,202	2,593	2,62	2,593	3,328	340
4	5	1	1	130	175	180	-56	116	116	80	84	84	1,47	1,23	2,151	2,151	1,904	1,941	1,941	2,882	340
5	2	19	19	113	175	248	20	176	188	160	148	148	1,173	1,367	2,592	2,605	2,528	2,144	2,144	3,425	340
5	5	27	1	150	176	104	-52	44	44	44	44	52	1,777	1,317	2,299	2,299	2,299	2,299	2,465	3,496	344
5	2	1	1	134	176	168	-48	108	108	64	112	116	1,605	1,426	2,612	2,612	2,018	2,646	2,721	3,801	344
5	3	1	1	148	177	116	-72	28	24	28	40	44	1,551	0,964	1,87	1,82	1,87	2,018	2,072	3,185	348
9	3	25	1	121	177	224	-60	136	128	128	120	100	1,509	1,265	2,497	2,357	2,357	2,275	2,134	3,327	348
6	1	18	1	108	177	276	-84	124	124	92	136	140	1,551	1,143	2,015	2,015	1,87	2,075	2,129	3,411	348
3	4	26	23	141	178	148	-48	84	84	80	80	96	1,665	1,388	2,434	2,434	2,402	2,402	2,65	3,141	352
7	2	19	19	125	178	212	8	152	148	120	128	136	1,158	1,131	2,605	2,454	2,271	2,436	2,361	3,484	352
6	3	21	1	95	179	336	16	232	232	212	192	196	1,187	1,171	2,826	2,826	2,618	2,425	2,44	3,865	356
8	4	1	1	131	179	192	-164	44	48	40	100	104	1,341	0,95	1,504	1,55	1,482	1,967	2,002	3,146	356
5	2	23	19	116	179	252	44	200	200	204	184	196	1,084	1,323	2,595	2,595	2,822	2,469	2,523	3,415	356
2	2	28	24	135	179	176	-60	104	96	80	92	96	1,427	1,05	2,217	2,233	2,034	2,092	2,233	3,069	356
11	2	30	25	139	179	160	-44	68	80	56	68	76	1,777	1,32	1,96	2,211	1,871	1,96	2,193	3,418	356
5	5	1	1	150	180	120	-48	40	36	36	56	56	1,759	1,245	2,266	2,212	2,212	2,558	2,558	3,683	360
2	2	24	24	135	180	180	-68	88	84	80	68	96	1,691	1,293	2,32	2,304	2,265	2,133	2,35	3,446	360
9	5	47	1	152	180	112	-68	48	48	32	56	56	1,75	1,152	2,339	2,339	2,103	2,447	2,447	3,416	360
8	1	25	1	129	180	204	-20	124	120	108	124	132	1,298	1,236	2,229	2,176	2,096	2,229	2,33	3,36	360
2	3	25	1	107	180	292	20	216	212	208	216	220	1,203	1,219	2,479	2,389	2,332	2,479	2,564	3,631	360
4	5	22	1	131	181	200	-60	104	112	64	120	136	1,821	1,38	2,185	2,225	2,147	2,267	2,528	3,399	364
10	4	29	1	109	181	288	-36	172	164	144	176	188	1,477	1,21	2,466	2,495	2,222	2,492	2,566	3,832	364
2	1	30	24	147	181	136	-72	108	108	68	88	88	1,726	1,254	2,871	2,871	2,429	2,568	2,568	3,643	364
3	2	1	1	141	181	160	-48	96	92	40	84	80	1,223	1,071	1,951	1,921	1,348	1,831	1,723	2,654	364
1	3	18	18	151	181	120	-32	108	104	76	80	84	1,384	1,217	2,701	2,673	2,073	2,124	2,147	2,955	364
2	3	21	21	153	181	112	-60	36	36	20	40	48	1,816	1,23	2,239	2,239	2,091	2,349	2,482	3,327	364
10	4	1	1	109	181	288	-40	164	160	116	180	196	1,402	1,081	2,298	2,315	1,855	2,294	2,404	3,623	364
9	4	29	19	155	182	108	-68	48	52	16	44	44	1,922	1,428	2,118	2,417	2,219	2,346	2,346	3,489	368
4	1	19	19	150	182	128	-88	28	28	20	48	52	1,557	1,124	1,706	1,706	1,788	2,135	2,205	3,55	368
5	1	22	19	137	182	180	-28	132	132	112	112	112	1,61	1,323	2,391	2,391	2,145	2,145	2,145	2,842	368
10	3	33	22	155	182	108	-64	56	56	28	52	60	1,756	1,149	2,427	2,427	1,991	2,384	2,509	3,419	368
11	2	25	25	139	182	172	-44	80	84	60	88	104	1,614	1,258	2,362	2,408	2,119	2,441	2,711	3,876	368
6	5	1	1	153	183	120	-76	40	40	28	28	32	1,548	0,986	1,846	1,846	1,724	1,724	1,733	2,578	372
4	4	26	1	147	183	144	-52	76	76	64	56	64	1,651	1,334	2,439	2,439	2,245	2,068	2,245	3,352	372
8	4	25	1	131	183	208	-160	68	72	44	120	132	1,662	1,049	1,951	1,992	1,823	2,354	2,488	3,619	372
8	1	1	1	129	183	216	-8	136	136	112	120	128	1,333	1,299	2,25	2,25	2,02	2,123	2,172	3,088	372
3	4	1	1	142	183	164	-32	76	80	52	92	112	1,547	1,243	2,289	2,315	2,081	2,561	2,972	4,009	372
5	1	19	19	136	183	188	-28	148	152	124	92	96	1,293	1,107	2,271	2,342	2,007	1,633	1,716	2,763	372
3	4	27	1	143	183	160	-48	64	64	64	96	112	1,641	1,337	2,164	2,164	2,164	2,809	3,084	3,916	372
1	4	18	18	143	183	160	-32	124	120	100	80	88	1,476	1,303	2,431	2,374	2,141	1,886	1,984	2,917	372
4	1	25	21	142	184	168	-84	64	64	48	72	80	1,544	0,992	1,85	1,85	1,709	2,021	2,112	3,344	376
9	1	1	1	156	184	112	-92	20	20	12	24	32	1,562	0,881	1,852	1,852	1,733	1,897	2,023	3,355	376
4	4	1	1	146	184	152	-48	92	84	72	80	84	1,417	1,055	2,272	2,145	1,965	2,062	2,145	3,172	376
3	1	1	1	140	184	176	-16	144	144	112	80	116	1,434	1,329	2,64	2,64	2,295	1,976	2,324	3,128	376
9	4	25	1	110	184	296	16	232	236	232	236	244	1,268	1,205	2,396	2,48	2,396	2,48	2,605	3,772	376
6	5	25	23	147	184	148	-64	56	60	44	80	84	1,401	1,05	1,785	1,79	1,764	2,045	2,067	2,914	376
10	3	1	1	143	184	164	-80	40	40	32	68	116	1,521	1,157	1,905	1,905	1,834	2,218	2,922	4,152	376
7	4	18	18	107	184	308	20	212	216	212	184	192	1,075	1,084	2,394	2,418	2,394	2,121	2,233	3,464	376
10	1	31	1	150	184	136	-104	36	40	36	56	88	1,801	1,094	2,058	2,125	2,058	2,297	2,804	3,602	376
2	3	28	21	153	185	128	-72	44	44	28	56	56	1,654	1,087	2,127	2,127	1,895	2,421	2,421	3,704	380
2	1	1	1	132	185	212	-40	128	124	120	128	120	1,345	1,148	2,284	2,229	2,154	2,284	2,154	3,205	380
9	3	24	24	152	185	132	-84	56	56	24	48	60	1,556	1,089	2,3	2,3	1,827	2,06	2,238	3,237	380
1	3	28	21	141	185	176	-48	92	92	52	92	100	1,828	1,365	2,752	2,752	2,169	2,752	2,834	3,967	380
6	4	1	1	112	185	292	-32	168	168	164	184	196	1,299	0,995	2,11	2,11	2,06	2,246	2,369	3,562	380
2	5	38	1	132	185	212	-60	88	88	68	136	136	1,379	1,049	1,955	1,955	1,84	2,414	2,414	3,533	380
4	1	21	21	143	186	172	-84	56	60	52	80	92	1,788	1,128	2,097	2,12	2,031	2,249	2,443	3,318	384
9	1	30	1	156	186	120	-96	36	36	-12	44	60	1,792	1,095	2,126	2,126	1,686	2,268	2,522	3,3	384
1	3	27	1	145	187	168	-12	120	112	88	92	104	1,526	1,411	2,553	2,463	2,162	2,224	2,353	3,176	388
6	5	23	23	147	187	160	-68	56	56	40	64	80	1,631	1,134	2,022	2,022	1,897	2,105	2,296	2,981	388
2	1	24	24	148	187	156	-88	68	68	60	88	80	1,696	1,144	2,425	2,425	2,318	2,655	2,609	3,74	388
10	3	22	22	155	188	132	-68	44	36	28	60	68	1,757	1,297	2,215	2,104	1,937	2,3	2,354	3,567	392
7	4	25	1	112	188	304	16	292	288	216	184	208	1,195	1,224	2,71	2,691	2,211	1,966	2,181	2,803	392
8	3	24	20	147	188	164	-28	100	92	88	76	88	1,753	1,544	2,551	2,454	2,392	2,379	2,392	3,464	392
3	4	23	23	141	188	188	-52	100	96	84	104	104	1,462	1,178	2,253	2,285	2,023	2,285	2,285	3,262	392
6	5	26	1	153	189	144	-76	40	40	24	36	48	1,635	1,182	1,954	1,954	1,767	1,874	2,05	2,826	396
9	3	1	1	122	189	268	-84	156	160	152	192	200	1,322	1,066	2,215	2,226	2,179	2,52	2,626	3,936	396
8	1	21	21	154	190	144	-40	76	80	64	72	88	1,577	1,367	2,278	2,284	2,178	2,113	2,296	3,277	400
7	5	1	1	127	190	252	4	204	208	184	160	168	1,241	1,314	2,537	2,568	2,351	2,107	2,181	3,083	400
9	4	19	19	155	190	140	-64	56	60	48	80	84	1,708	1,387	2,122	2,144	2,015	2,383	2,56	3,114	400
9	5	48	45	154	190	144	-72	60	56	56	44	56	1,73	1,222	2,257	2,258	2,258	2,132	2,258	3,581	400
4	3	26	23	145	190	180	-80	96	92	76	76	76	1,324	0,838	2,043	2,019	1,832	1,832	1,832	3,005	400
9	1	26	26	160	191	124	-116	16	12	4	48	64	1,614	1,031	1,728	1,687	1,641	1,948	2,12	3,093	404
10	1	33	25	148	191	172	-88	72	72	60	88	96	1,694	1,153	2,219	2,219	2,103	2,461	2,448	3,465	404
8	2	1	1	147	191	176	-40	88	84	84	84	84	1,91	1,511	2,588	2,521	2,521	2,521	2,521	3,764	404
6	1	1	1	159	191	128	-108	12	12	-16	48	68	1,773	1,101	1,902	1,902	1,598	2,254	2,568	3,254	404
8	5	1	1	144	192	192	16	148	148	116	144	124	1,151	1,209	2,33	2,33	1,777	2,257	1,929	2,9	408
6	3	26	1	152	192	160	-92	28	32	24	88	92	1,734	1,148	2,108	2,14	2,026	2,774	2,847	4,097	408
10	2	30	1	160	192	128	-112	16	12	4	60	76	1,876	1,086	1,996	1,993	1,896	2,75	2,982	3,892	408
1	4	23	18	143	192	196	-32	132	128	88	116	124	1,577	1,325	2,38	2,47	2,117	2,263	2,373	3,096	408
9	5	1	1	152	192	160	-52	48	48	40	64	60	1,58	1,104	2,087	2,087	2,004	2,313	2,259	3,744	408
10	1	1	1	150	192	168	-104	44	52	40	88	120	1,431	0,94	1,77	1,884	1,684	2,29	2,658	3,377	408
9	5	45	45	154	192	152	-76	44	44	20	72	68	1,925	1,288	2,344	2,344	2,15	2,553	2,483	3,792	408
2	5	43	34	158	192	136	-48	108	100	80	88	88	1,418	1,104	2,765	2,565	2,194	2,389	2,389	2,856	408
2	3	1	1	99	192	372	64	276	276	268	292	292	0,961	1,187	2,306	2,306	2,222	2,462	2,462	3,931	408
4	3	25	1	147	192	180	-68	56	56	32	76	84	1,436	0,944	1,809	1,809	1,612	2,086	2,131	3,235	408
4	3	23	23	146	193	188	-72	68	72	60	80	84	1,703	1,141	2,175	2,202	2,14	2,202	2,237	3,478	412
10	3	32	1	142	193	204	-84	52	52	28	108	140	1,658	1,07	2,011	2,011	1,809	2,578	2,885	3,982	412
8	1	26	21	153	193	160	-32	76	76	60	96	104	1,548	1,179	2,042	2,042	1,906	2,356	2,459	3,602	412
4	3	1	1	148	193	180	-76	52	56	40	60	80	1,496	1,09	1,912	1,945	1,771	2,013	2,191	3,63	412
10	1	25	25	149	193	176	-104	52	52	28	92	100	1,67	1,134	2,066	2,066	1,824	2,554	2,589	3,516	412
4	4	29	24	158	194	144	-76	56	60	44	68	68	1,401	1,075	1,574	1,539	1,719	1,969	1,969	3,444	416
8	3	20	20	147	194	188	-32	76	76	68	88	100	1,826	1,329	2,381	2,381	2,348	2,49	2,632	3,815	416
10	2	16	16	155	195	160	-36	112	116	104	88	96	1,659	1,499	2,623	2,963	2,549	2,377	2,473	3,231	420
10	2	28	24	145	195	200	-32	92	92	92	96	96	1,52	1,26	2,137	2,137	2,137	2,219	2,219	3,409	420
8	3	1	1	154	195	164	-36	136	136	112	88	96	1,613	1,408	2,583	2,583	2,37	2,261	2,313	2,829	420
8	4	19	19	141	196	220	-44	100	112	100	108	124	1,421	1,259	1,976	2,071	1,976	2,055	2,13	3,482	424
9	1	31	26	159	196	148	-108	36	32	-4	88	96	1,833	1,143	2,195	2,115	1,877	2,709	2,777	3,633	424
3	1	22	1	139	196	228	-12	128	128	120	104	108	1,415	1,352	2,518	2,518	2,448	2,388	2,404	3,658	424
6	3	1	1	153	196	172	-96	40	32	20	76	96	1,716	0,956	2,115	2,064	1,913	2,418	2,647	3,554	424
10	5	1	1	158	196	152	-28	120	124	92	100	108	1,57	1,21	2,663	2,718	2,187	2,296	2,414	2,976	424
3	3	19	19	167	197	120	-104	4	0	-16	52	60	1,643	1,037	1,687	1,643	1,515	2,319	2,433	3,342	428
10	2	1	1	160	197	148	-76	40	40	-8	72	48	1,541	1,002	1,917	1,917	1,454	2,309	1,987	3,196	428
7	3	1	1	158	198	160	-24	104	104	96	96	100	1,499	1,325	2,486	2,486	2,35	2,35	2,425	3,51	432
7	4	1	1	168	198	120	-52	72	76	40	52	52	1,597	1,128	2,255	2,261	1,83	2,015	2,015	2,815	432
2	1	29	29	168	199	124	-56	92	88	64	60	72	1,649	1,156	2,698	2,613	2,306	2,225	2,359	3,28	436
2	5	1	1	165	199	136	-76	44	44	32	48	56	1,378	0,901	1,724	1,724	1,586	1,786	1,876	2,972	436
4	1	1	1	158	200	168	-148	40	40	4	84	88	1,55	0,812	1,784	1,784	1,593	2,118	2,173	3,132	440
3	5	28	20	159	200	164	-20	116	112	92	92	100	1,374	1,169	2,539	2,503	1,923	1,923	2,042	3,694	440
10	2	24	24	145	200	220	-36	128	120	108	136	120	1,314	1,095	2,171	2,139	2,046	2,246	2,139	2,999	440
2	5	44	1	165	200	140	-72	44	36	32	56	60	1,703	1,187	2,055	2,012	1,95	2,176	2,157	3,033	440
9	3	21	21	161	200	156	-96	56	48	12	56	60	1,6	1,091	1,905	1,866	1,699	1,905	2,066	3,223	440
5	2	25	25	173	201	112	-52	64	68	56	36	52	1,648	1,184	2,548	2,449	2,401	1,989	2,289	3,412	444
8	5	25	25	141	201	240	-4	156	148	128	132	140	1,111	1,12	2,236	2,171	2,029	2,039	2,198	2,615	444
8	5	30	1	144	202	232	8	196	204	180	156	168	1,195	1,252	2,463	2,521	2,238	2,038	2,133	2,721	448
1	4	1	1	157	202	180	-64	116	108	96	96	108	1,445	1,164	2,328	2,246	2,124	2,124	2,246	3,087	448
4	1	28	1	157	202	180	-112	28	32	20	100	116	1,524	1,131	1,717	1,766	1,705	2,297	2,489	3,398	448
10	3	27	1	92	202	440	8	260	248	240	324	336	1,474	1,433	2,62	2,533	2,49	3,033	3,151	4,452	448
5	1	1	1	148	203	220	-36	148	148	136	140	136	1,308	1,172	2,142	2,142	1,978	2,039	1,978	3,181	452
2	1	32	29	167	203	144	-60	72	72	56	80	76	1,624	1,2	2,39	2,39	2,135	2,522	2,5	3,413	452
7	3	24	1	158	203	180	-20	116	120	112	100	112	1,651	1,514	2,75	2,775	2,689	2,501	2,689	3,456	452
4	2	25	15	155	203	192	-76	104	92	84	96	100	1,417	1,034	2,236	2,054	1,959	2,12	2,173	3,145	452
6	1	26	1	160	203	172	-112	20	20	-16	68	68	1,887	1,068	2,072	2,072	1,688	2,395	2,395	3,527	452
5	2	31	1	177	203	104	-64	56	48	44	40	52	1,983	1,358	2,538	2,385	2,286	2,256	2,466	3,326	452
5	2	1	1	176	204	112	-64	60	68	48	48	52	1,733	1,216	2,414	2,531	2,278	2,278	2,329	3,213	456
5	2	30	25	173	204	124	-36	76	80	68	64	64	1,705	1,348	2,566	2,586	2,341	2,405	2,405	3,184	456
7	5	22	22	164	205	164	-80	52	52	24	72	76	1,674	1,157	2,24	2,24	1,975	2,366	2,415	3,57	460
4	4	24	24	160	206	184	-80	72	76	32	96	92	1,806	1,384	2,371	2,501	2,083	2,755	2,702	3,825	464
8	4	1	1	179	207	112	-140	20	20	-4	36	32	1,524	0,833	1,811	1,811	1,505	1,914	1,895	3,406	468
3	4	27	27	183	207	96	-92	28	32	16	20	24	1,909	1,057	2,104	2,196	2,043	2,094	2,076	2,921	468
1	1	34	1	173	207	136	-28	80	80	80	72	72	1,525	1,342	2,296	2,296	2,296	2,156	2,156	3,11	468
10	5	26	26	154	207	212	-32	128	132	104	108	112	1,401	1,171	2,316	2,393	2,045	2,136	2,162	3,187	468
3	5	24	24	168	207	156	-100	32	36	32	72	72	1,697	1,152	1,897	1,929	1,897	2,253	2,253	3,752	468
5	5	27	27	176	208	128	-64	60	60	44	64	64	1,613	1,113	2,373	2,373	2,034	2,525	2,525	3,745	472
1	1	23	23	162	208	184	-28	104	100	100	112	116	1,566	1,526	2,39	2,361	2,361	2,475	2,546	3,781	472
5	3	34	34	170	208	152	-56	60	64	28	48	56	1,524	1,009	2,019	2,115	1,715	1,877	1,989	3,437	472
4	2	1	1	96	208	448	-28			164	288	304	1,326	1,092			2,104	2,648	2,721	3,765	472
7	4	28	1	169	208	156	-64	64	64	48	64	68	1,565	1,213	2,022	2,022	1,887	2,022	2,066	3,12	472
3	5	1	1	169	208	156	-88	76	76	72	80	72	1,26	0,882	1,759	1,759	1,708	1,825	1,708	2,736	472
7	3	21	21	167	209	168	-52	72	76	64	64	72	1,56	1,244	1,926	1,968	1,904	1,904	1,926	3,23	476
2	3	25	25	180	209	116	-76	52	44	36	44	48	1,723	1,291	2,249	2,163	2,132	2,163	2,201	3,126	476
10	4	37	1	180	209	116	-116	4	4	-20	60	68	1,819	1,319	1,817	1,817	1,654	2,592	2,772	3,704	476
9	5	47	47	180	209	116	-64	40	40	32	44	60	1,64	1,182	2,062	2,062	1,949	2,141	2,423	3,3	476
3	5	27	24	169	209	160	-116	44	44	20	72	80	1,655	1,013	2,013	2,013	1,784	2,153	2,201	3,098	476
1	3	1	1	146	209	252	-16	112	96	96	132	156	1,362	1,17	2,073	2,002	2,002	2,254	2,523	3,812	476
1	3	21	21	141	210	276	-48	132	132	120	140	156	1,407	1,19	2,218	2,218	2,274	2,235	2,432	3,769	480
2	2	1	1	141	210	276	0	204	208	196	172	188	1,295	1,295	2,416	2,452	2,31	2,149	2,248	3,202	480
3	4	1	1	182	210	112	-80	24	24	8	44	40	1,874	1,185	2,14	2,14	1,988	2,28	2,254	3,149	480
2	3	30	25	180	210	120	-80	52	56	24	76	64	1,733	1,144	1,961	1,975	1,872	2,352	2,172	3,093	480
7	3	25	21	165	211	184	-36	104	104	84	92	112	1,496	1,348	2,331	2,331	2,066	2,193	2,356	3,553	484
3	4	32	27	183	211	112	-96	16	20	0	36	44	1,844	1,131	2,065	2,091	1,844	2,189	2,265	3,316	484
3	3	23	1	162	211	196	-92	48	44	12	112	124	1,444	1,138	1,741	1,704	1,47	2,246	2,409	3,416	484
10	3	36	1	184	212	112	-108	-16	-16	-28	40	56	2,134	1,147	1,934	1,934	1,7	2,518	2,756	3,76	488
3	4	31	1	182	212	120	-96	12	8	4	24	28	1,818	1,065	1,986	1,93	1,894	2,095	2,109	3,066	488
4	5	1	1	175	212	148	92	92		72	88	92	1,263	2,079	2,079		1,756	2,001	2,079	2,718	488
1	1	29	29	172	212	160	-68	80	76	64	84	100	1,613	1,281	2,293	2,265	2,111	2,366	2,672	3,425	488
3	1	24	18	167	212	180	-96	92	92	88	112	120	1,406	1,148	2,039	2,039	1,956	2,254	2,337	3,676	488
1	4	24	1	157	212	220	-48	136	132	104	124	132	1,278	1,157	2,123	2,098	1,874	1,984	2,098	3,229	488
3	5	20	20	160	213	212	-28	136	144	112	120	128	1,361	1,281	2,23	2,345	1,889	1,94	2	3,523	492
10	3	1	1	183	213	120	-120	-16	-16	-36	36	48	1,755	0,835	1,579	1,579	1,371	2,159	2,387	3,322	492
3	3	1	1	162	214	208	-104	52	56	52	92	120	1,421	0,883	1,652	1,668	1,652	1,962	2,166	3,08	496
4	5	18	18	163	214	204	-44	92	88	80	96	112	1,619	1,608	2,286	2,222	2,121	2,33	2,767	3,682	496
8	4	30	1	179	214	140	-144	8	16	-4	60	72	1,423	0,718	1,479	1,534	1,413	1,974	2,112	3,303	496
6	4	22	22	175	215	160	-80	72	68	52	80	84	1,514	1,188	2,06	2,019	1,943	2,242	2,28	3,274	500
10	4	1	1	181	215	136	-112	-8	-4	-16	44	60	1,601	0,987	1,512	1,596	1,462	2,14	2,346	3,631	500
10	4	38	29	182	215	132	-132	40	40	16	48	48	1,784	1,078	1,876	1,876	1,856	2,048	2,048	3,098	500
4	5	25	1	175	215	160	-60	88	96	84	88	120	1,441	1,22	2,084	2,093	2,057	2,084	2,308	2,857	500
9	5	52	47	180	216	144	-64	52	56	48	52	64	1,592	1,156	1,907	2,005	1,882	1,907	2,219	3,417	504
2	2	24	24	180	217	148	-96	40	44	20	60	76	1,64	1,141	1,895	1,94	1,775	2,265	2,388	3,255	508
5	3	38	1	177	217	160	-88	48	52	40	80	88	1,506	0,903	1,828	1,879	1,799	2,192	2,283	3,389	508
4	5	26	22	182	217	140	-96	80	80	52	52	68	1,725	1,045	2,283	2,283	2,02	2,02	2,133	2,88	508
2	3	1	1	193	218	100	-100	44	44	12	48	48	1,924	1,116	2,376	2,376	2,024	2,438	2,438	3,274	512
6	3	28	26	191	218	108	-128	8	8	0	44	60	1,915	1,059	2,091	2,091	1,915	2,347	2,641	3,905	512
8	1	29	1	183	218	140	-80	64	68	48	60	60	1,514	1,251	2,12	2,191	1,842	2,033	2,033	3,074	512
